student_id,attendance,marks,assignment,lms,risk_score,risk_label
38653,41,90,33,55,44.5,Medium
38654,47,58,71,44,45.2,Medium
38655,94,32,73,95,28.7,Low
38656,55,82,79,45,33.1,Medium
38657,69,92,98,56,19.6,Low
38658,44,87,83,28,36.9,Medium
38659,52,99,43,47,36.2,Medium
38660,47,87,92,81,28.6,Low
38661,47,59,79,84,39.3,Medium
38662,91,51,43,90,30.7,Medium
38663,90,88,99,30,14.8,Low
38664,82,65,47,28,35.5,Medium
38665,52,34,87,42,47.4,Medium
38666,44,98,77,74,30.2,Medium
38667,50,61,64,46,44.3,Medium
38668,99,42,75,93,23.5,Low
38669,95,84,59,32,21.8,Low
38670,99,86,47,92,16.0,Low
38671,71,99,55,94,21.5,Low
38672,53,95,56,23,36.8,Medium
38673,64,43,81,43,41.0,Medium
38674,63,38,70,24,47.0,Medium
38675,99,81,48,63,20.2,Low
38676,84,94,56,55,21.5,Low
38677,50,70,87,85,33.1,Medium
38678,61,47,38,44,49.5,Medium
38679,82,93,47,76,22.3,Low
38680,80,65,82,32,28.9,Low
38681,97,91,82,94,8.1,Low
38682,90,91,49,77,19.2,Low
38683,46,59,77,63,42.2,Medium
38684,60,96,59,52,30.2,Medium
38685,84,73,83,44,23.5,Low
38686,44,72,85,81,35.7,Medium
38687,71,62,43,74,37.0,Medium
38688,71,58,86,27,34.3,Medium
38689,79,75,35,22,36.7,Medium
38690,68,75,44,20,39.5,Medium
38691,56,85,50,70,35.1,Medium
38692,41,86,85,97,31.1,Medium
38693,83,46,96,96,24.2,Low
38694,72,98,62,55,23.9,Low
38695,42,70,77,40,42.8,Medium
38696,95,54,87,68,21.6,Low
38697,69,54,49,21,44.3,Medium
38698,50,56,66,34,46.6,Medium
38699,64,78,38,66,36.8,Medium
38700,48,49,57,72,47.5,Medium
38701,87,56,60,90,27.4,Low
38702,70,93,48,30,31.5,Medium
38703,65,71,58,31,38.0,Medium
38704,49,83,49,41,41.6,Medium
38705,48,47,57,87,46.6,Medium
38706,95,52,76,47,26.5,Low
38707,43,43,96,78,42.9,Medium
38708,82,41,79,60,33.1,Medium
38709,77,39,45,73,41.2,Medium
38710,53,41,52,97,46.4,Medium
38711,71,64,88,87,26.1,Low
38712,86,39,51,42,39.5,Medium
38713,61,57,42,85,41.6,Medium
38714,40,85,68,66,38.3,Medium
38715,43,90,49,60,40.0,Medium
38716,99,88,35,34,23.6,Low
38717,98,97,40,73,16.4,Low
38718,46,37,45,83,53.2,Medium
38719,52,53,37,56,50.3,Medium
38720,64,33,42,70,49.1,Medium
38721,93,72,41,97,23.3,Low
38722,55,70,49,57,41.5,Medium
38723,44,87,50,25,43.8,Medium
38724,96,77,85,57,15.8,Low
38725,49,98,51,33,37.5,Medium
38726,69,67,84,27,32.8,Medium
38727,69,87,39,99,28.6,Low
38728,66,83,79,25,30.4,Medium
38729,44,99,82,45,31.8,Medium
38730,67,83,49,74,31.1,Medium
38731,69,36,89,56,38.2,Medium
38732,56,60,45,57,44.9,Medium
38733,88,75,86,25,22.6,Low
38734,54,94,57,90,29.8,Low
38735,44,76,76,63,38.1,Medium
38736,49,69,52,83,41.0,Medium
38737,54,99,66,77,27.8,Low
38738,51,80,78,67,33.3,Medium
38739,63,44,37,31,51.1,Medium
38740,90,89,35,67,23.6,Low
38741,94,74,58,92,19.4,Low
38742,64,97,58,89,24.8,Low
38743,61,46,95,96,33.2,Medium
38744,81,52,67,66,32.0,Medium
38745,41,85,42,66,43.1,Medium
38746,72,39,54,64,42.3,Medium
38747,52,58,34,31,51.9,Medium
38748,40,56,60,75,47.7,Medium
38749,71,32,81,42,41.6,Medium
38750,76,51,81,31,35.0,Medium
38751,67,77,38,29,39.6,Medium
38752,44,55,78,89,41.4,Medium
38753,94,94,34,27,24.7,Low
38754,87,64,82,49,24.7,Low
38755,78,42,72,60,35.8,Medium
38756,90,72,64,34,26.2,Low
38757,74,31,72,85,38.2,Medium
38758,43,48,38,82,52.6,Medium
38759,59,30,55,51,51.3,Medium
38760,78,74,65,68,26.8,Low
38761,76,45,87,28,35.9,Medium
38762,93,92,64,90,13.4,Low
38763,89,68,39,25,33.7,Medium
38764,99,60,50,84,24.0,Low
38765,59,67,79,69,33.6,Medium
38766,44,63,79,42,43.5,Medium
38767,65,65,82,43,33.8,Medium
38768,61,93,51,37,33.8,Medium
38769,75,83,63,98,22.7,Low
38770,76,41,90,51,34.2,Medium
38771,69,33,88,38,41.1,Medium
38772,58,33,56,99,45.8,Medium
38773,41,66,52,78,45.6,Medium
38774,99,68,79,67,17.5,Low
38775,66,38,58,33,47.3,Medium
38776,92,31,76,42,34.5,Medium
38777,69,68,94,98,23.4,Low
38778,64,96,87,72,21.0,Low
38779,94,60,94,91,16.5,Low
38780,42,63,54,44,49.1,Medium
38781,89,32,46,41,41.5,Medium
38782,67,89,73,63,25.6,Low
38783,90,97,68,23,19.0,Low
38784,96,77,54,45,23.2,Low
38785,85,88,36,42,28.2,Low
38786,69,50,42,89,40.1,Medium
38787,98,33,51,68,33.9,Medium
38788,51,37,60,47,51.8,Medium
38789,94,83,89,79,11.8,Low
38790,40,93,90,46,33.5,Medium
38791,48,93,86,50,30.7,Medium
38792,67,49,36,71,44.2,Medium
38793,48,68,87,29,40.1,Medium
38794,78,32,90,94,31.8,Medium
38795,82,36,76,32,38.0,Medium
38796,92,86,64,47,19.9,Low
38797,56,70,65,74,36.2,Medium
38798,53,44,43,43,52.7,Medium
38799,96,96,46,99,13.7,Low
38800,75,44,42,50,43.4,Medium
38801,67,52,44,90,39.8,Medium
38802,63,74,57,32,38.0,Medium
38803,87,74,63,21,28.3,Low
38804,93,91,68,24,19.5,Low
38805,55,74,55,22,42.6,Medium
38806,90,62,74,72,23.4,Low
38807,96,43,47,91,30.2,Medium
38808,48,39,50,78,51.3,Medium
38809,57,91,45,91,31.8,Medium
38810,56,82,84,77,28.5,Low
38811,64,78,97,53,26.3,Low
38812,92,90,72,93,12.5,Low
38813,95,66,96,69,16.1,Low
38814,54,85,71,22,36.5,Medium
38815,56,72,79,82,32.0,Medium
38816,48,92,38,46,41.0,Medium
38817,97,71,59,47,23.4,Low
38818,99,78,93,78,10.6,Low
38819,63,45,65,37,44.6,Medium
38820,61,89,42,28,37.7,Medium
38821,50,81,79,69,33.0,Medium
38822,73,99,91,90,13.9,Low
38823,96,70,46,54,26.0,Low
38824,72,71,48,95,30.8,Medium
38825,77,30,81,52,38.8,Medium
38826,78,85,48,74,26.3,Low
38827,86,53,66,97,26.8,Low
38828,55,78,88,21,34.9,Medium
38829,89,55,45,44,34.5,Medium
38830,81,42,54,95,34.7,Medium
38831,52,39,94,28,45.9,Medium
38832,90,98,44,78,18.0,Low
38833,57,96,32,21,39.9,Medium
38834,51,60,59,31,46.7,Medium
38835,76,86,33,52,32.0,Medium
38836,96,71,77,46,20.3,Low
38837,66,32,98,94,35.0,Medium
38838,66,81,75,78,26.5,Low
38839,99,67,33,38,29.9,Low
38840,77,88,53,95,22.7,Low
38841,81,49,73,41,34.2,Medium
38842,62,57,94,33,36.0,Medium
38843,46,71,62,20,45.9,Medium
38844,60,73,91,91,26.8,Low
38845,98,42,72,36,30.2,Medium
38846,51,54,32,49,52.1,Medium
38847,80,31,41,72,43.3,Medium
38848,41,94,88,67,31.1,Medium
38849,65,58,89,22,36.6,Medium
38850,48,32,72,54,51.4,Medium
38851,81,40,52,33,41.9,Medium
38852,44,98,52,26,40.0,Medium
38853,99,53,99,88,15.9,Low
38854,83,48,98,67,26.1,Low
38855,98,44,46,66,31.8,Medium
38856,45,76,47,66,43.2,Medium
38857,42,92,75,91,31.5,Medium
38858,92,96,57,22,20.8,Low
38859,63,57,67,91,35.2,Medium
38860,52,61,86,64,37.3,Medium
38861,98,85,81,91,10.0,Low
38862,60,47,73,79,39.4,Medium
38863,96,67,94,84,14.3,Low
38864,80,57,97,29,28.6,Low
38865,85,74,60,47,27.1,Low
38866,51,56,61,67,43.9,Medium
38867,63,35,85,29,44.4,Medium
38868,40,39,74,24,55.1,Medium
38869,81,36,86,80,31.6,Medium
38870,91,50,56,30,34.4,Medium
38871,66,48,93,61,34.5,Medium
38872,65,41,90,78,35.9,Medium
38873,76,64,46,51,36.1,Medium
38874,86,32,70,28,39.2,Medium
38875,97,43,37,49,36.0,Medium
38876,69,59,56,35,40.0,Medium
38877,81,41,67,26,39.3,Medium
38878,61,97,37,94,29.7,Low
38879,50,93,39,85,35.8,Medium
38880,95,70,48,98,21.6,Low
38881,92,36,98,74,25.4,Low
38882,56,42,48,54,50.0,Medium
38883,88,98,64,76,15.0,Low
38884,65,80,84,67,26.5,Low
38885,41,81,82,55,37.4,Medium
38886,90,32,43,25,43.3,Medium
38887,85,64,71,94,23.2,Low
38888,91,48,73,20,32.6,Medium
38889,82,52,76,98,26.6,Low
38890,49,85,86,26,35.1,Medium
38891,90,91,52,66,19.7,Low
38892,46,48,31,37,57.3,Medium
38893,93,80,58,84,18.8,Low
38894,46,74,89,88,32.8,Medium
38895,51,64,30,58,48.6,Medium
38896,41,57,40,95,49.0,Medium
38897,47,47,34,68,53.5,Medium
38898,60,34,67,28,49.6,Medium
38899,81,89,63,59,22.4,Low
38900,75,30,98,59,35.5,Medium
38901,79,93,81,98,14.5,Low
38902,86,82,89,93,13.9,Low
38903,42,62,65,49,46.7,Medium
38904,75,44,43,29,45.3,Medium
38905,41,99,94,79,27.2,Low
38906,51,53,91,31,42.4,Medium
38907,56,33,99,23,45.6,Medium
38908,97,45,78,92,22.9,Low
38909,70,37,71,70,39.7,Medium
38910,87,96,76,23,18.9,Low
38911,56,84,33,52,40.6,Medium
38912,58,46,95,32,40.8,Medium
38913,83,80,66,65,23.1,Low
38914,97,40,77,69,26.9,Low
38915,77,30,46,22,48.8,Medium
38916,51,31,48,54,55.3,Medium
38917,99,92,73,47,13.5,Low
38918,65,57,96,82,29.5,Low
38919,64,84,46,93,30.7,Medium
38920,81,88,56,21,27.9,Low
38921,83,79,44,95,24.8,Low
38922,65,38,33,53,50.7,Medium
38923,66,95,56,83,25.6,Low
38924,92,62,44,62,29.6,Low
38925,57,63,89,38,36.7,Medium
38926,81,41,32,84,40.5,Medium
38927,62,87,59,21,35.2,Medium
38928,54,43,59,91,44.6,Medium
38929,44,52,68,48,48.4,Medium
38930,59,84,38,98,33.8,Medium
38931,51,74,72,42,38.8,Medium
38932,71,42,30,37,49.3,Medium
38933,91,61,85,62,22.1,Low
38934,92,49,92,42,25.9,Low
38935,45,64,75,49,42.9,Medium
38936,77,50,37,52,41.6,Medium
38937,93,98,80,82,9.2,Low
38938,88,54,59,20,34.8,Medium
38939,43,97,42,70,38.3,Medium
38940,73,66,31,86,36.2,Medium
38941,89,72,87,84,17.0,Low
38942,86,51,60,23,36.0,Medium
38943,96,30,63,70,33.0,Medium
38944,89,89,96,61,12.4,Low
38945,70,90,43,85,27.9,Low
38946,42,48,64,38,52.2,Medium
38947,78,58,52,72,33.8,Medium
38948,95,98,70,25,16.1,Low
38949,94,63,67,93,20.8,Low
38950,95,33,32,93,36.4,Medium
38951,64,52,68,21,43.1,Medium
38952,95,49,88,72,22.5,Low
38953,54,61,95,87,32.4,Medium
38954,41,95,89,96,27.7,Low
38955,94,99,59,54,15.5,Low
38956,92,90,95,60,11.2,Low
38957,60,68,74,84,32.4,Medium
38958,61,50,39,95,43.3,Medium
38959,47,44,94,55,43.7,Medium
38960,62,87,68,75,28.0,Low
38961,65,46,76,51,39.9,Medium
38962,44,40,54,70,52.6,Medium
38963,99,70,60,73,20.1,Low
38964,56,37,30,35,57.0,Medium
38965,93,30,77,73,31.1,Medium
38966,79,36,48,61,41.9,Medium
38967,62,41,77,31,44.4,Medium
38968,84,52,42,87,33.7,Medium
38969,80,37,52,83,38.2,Medium
38970,80,45,49,35,41.2,Medium
38971,80,89,79,52,20.3,Low
38972,41,88,55,27,43.5,Medium
38973,48,78,76,84,33.8,Medium
38974,91,46,99,54,24.6,Low
38975,82,34,99,48,32.4,Medium
38976,93,95,46,54,19.7,Low
38977,48,72,89,93,32.1,Medium
38978,95,80,79,38,18.4,Low
38979,47,71,84,96,33.5,Medium
38980,68,46,40,55,45.5,Medium
38981,80,63,34,71,35.2,Medium
38982,78,43,54,70,38.1,Medium
38983,44,88,61,81,35.7,Medium
38984,60,73,51,68,37.1,Medium
38985,75,44,40,27,46.1,Medium
38986,94,99,34,96,16.3,Low
38987,83,73,31,64,32.3,Medium
38988,92,97,51,43,19.6,Low
38989,98,91,32,98,17.3,Low
38990,47,65,37,45,49.8,Medium
38991,81,70,81,48,25.6,Low
38992,53,72,61,24,42.6,Medium
38993,96,67,35,60,28.5,Low
38994,59,76,42,63,38.9,Medium
38995,72,90,83,57,21.9,Low
38996,49,48,44,81,49.1,Medium
38997,70,32,90,76,36.8,Medium
38998,95,41,59,32,34.7,Medium
38999,77,64,98,29,27.5,Low
39000,84,61,33,37,37.8,Medium
39001,53,89,35,81,37.0,Medium
39002,86,82,72,23,24.3,Low
39003,70,97,90,87,16.2,Low
39004,41,79,45,68,44.1,Medium
39005,52,77,54,57,39.6,Medium
39006,94,66,40,27,31.9,Medium
39007,44,98,79,94,27.8,Low
39008,65,33,43,32,52.3,Medium
39009,82,38,61,82,35.4,Medium
39010,67,39,48,61,45.8,Medium
39011,49,38,85,53,46.7,Medium
39012,48,76,97,37,34.9,Medium
39013,75,82,99,20,23.6,Low
39014,64,95,53,32,32.1,Medium
39015,73,59,74,89,29.4,Low
39016,49,85,68,36,37.7,Medium
39017,89,55,58,47,31.6,Medium
39018,44,98,72,48,33.8,Medium
39019,57,70,98,31,33.5,Medium
39020,90,82,48,28,27.0,Low
39021,82,44,73,44,35.0,Medium
39022,42,76,35,92,44.2,Medium
39023,61,43,39,76,47.3,Medium
39024,94,41,58,38,34.7,Medium
39025,51,95,89,53,28.0,Low
39026,74,34,71,75,38.5,Medium
39027,68,89,69,70,25.3,Low
39028,69,93,48,43,30.6,Medium
39029,75,90,69,67,22.5,Low
39030,60,73,65,66,34.5,Medium
39031,43,97,92,98,25.5,Low
39032,70,34,92,92,34.2,Medium
39033,88,79,84,52,19.1,Low
39034,68,89,70,55,26.6,Low
39035,77,88,58,84,22.8,Low
39036,66,95,48,87,26.8,Low
39037,60,90,83,24,30.0,Low
39038,75,30,77,60,39.6,Medium
39039,90,84,99,30,16.0,Low
39040,86,69,82,22,26.3,Low
39041,59,82,36,84,36.2,Medium
39042,69,54,45,73,39.9,Medium
39043,74,48,69,72,35.0,Medium
39044,70,90,98,63,19.1,Low
39045,88,36,51,33,40.5,Medium
39046,68,91,66,30,29.3,Low
39047,55,76,32,29,45.9,Medium
39048,76,32,85,61,36.9,Medium
39049,89,80,40,22,30.2,Medium
39050,50,70,97,76,32.0,Medium
39051,45,61,98,79,36.2,Medium
39052,59,60,72,70,37.0,Medium
39053,42,89,64,24,41.3,Medium
39054,89,68,53,40,29.4,Low
39055,46,56,64,35,48.5,Medium
39056,40,71,79,42,42.7,Medium
39057,97,71,51,24,27.3,Low
39058,70,72,99,91,21.5,Low
39059,44,88,53,25,42.9,Medium
39060,40,36,79,69,50.5,Medium
39061,62,76,47,64,36.6,Medium
39062,63,64,42,78,39.4,Medium
39063,50,55,43,54,49.5,Medium
39064,46,95,51,40,38.9,Medium
39065,72,60,86,83,27.7,Low
39066,43,68,91,86,35.6,Medium
39067,76,46,77,64,34.0,Medium
39068,73,86,71,39,26.9,Low
39069,72,62,39,69,37.9,Medium
39070,46,98,32,96,36.2,Medium
39071,45,71,95,58,35.9,Medium
39072,77,52,93,55,29.5,Low
39073,55,87,75,82,28.7,Low
39074,75,56,40,77,37.5,Medium
39075,65,31,69,52,45.7,Medium
39076,59,53,83,48,39.1,Medium
39077,41,97,72,47,35.4,Medium
39078,83,97,79,90,12.9,Low
39079,64,67,40,57,40.6,Medium
39080,94,43,81,43,29.0,Low
39081,61,45,73,48,42.7,Medium
39082,74,57,68,33,36.4,Medium
39083,54,94,69,89,27.5,Low
39084,92,81,67,21,23.4,Low
39085,42,87,36,43,45.6,Medium
39086,47,58,99,95,34.5,Medium
39087,77,33,71,84,36.7,Medium
39088,63,54,39,38,47.0,Medium
39089,94,49,50,37,34.0,Medium
39090,78,77,76,73,23.2,Low
39091,71,93,83,50,22.1,Low
39092,41,38,37,60,58.8,Medium
39093,79,82,31,77,29.9,Low
39094,99,74,79,79,14.5,Low
39095,98,84,74,79,12.9,Low
39096,57,51,93,27,40.6,Medium
39097,92,68,90,23,22.5,Low
39098,53,78,39,57,41.9,Medium
39099,70,45,87,75,33.6,Medium
39100,75,80,34,29,36.3,Medium
39101,97,87,55,90,15.1,Low
39102,62,57,79,55,36.8,Medium
39103,59,65,46,91,38.6,Medium
39104,99,35,91,85,23.2,Low
39105,68,87,34,33,36.6,Medium
39106,46,80,61,34,42.0,Medium
39107,41,54,71,57,47.5,Medium
39108,97,60,56,51,26.9,Low
39109,45,63,58,97,41.8,Medium
39110,51,58,46,33,49.7,Medium
39111,93,69,33,73,28.2,Low
39112,64,44,39,33,50.1,Medium
39113,66,51,92,36,36.3,Medium
39114,96,86,44,63,20.7,Low
39115,87,77,94,68,16.5,Low
39116,41,90,64,88,35.0,Medium
39117,77,74,88,56,23.8,Low
39118,82,64,94,53,23.9,Low
39119,72,43,94,88,30.7,Medium
39120,51,91,56,60,35.1,Medium
39121,58,55,47,84,42.5,Medium
39122,64,84,66,49,31.1,Medium
39123,44,56,37,57,52.5,Medium
39124,47,93,43,35,41.2,Medium
39125,72,51,30,21,47.8,Medium
39126,55,89,39,59,37.6,Medium
39127,41,45,69,78,48.5,Medium
39128,89,39,35,84,37.3,Medium
39129,64,70,43,80,36.8,Medium
39130,77,95,49,51,25.8,Low
39131,94,55,78,48,25.5,Low
39132,57,63,53,20,45.7,Medium
39133,92,73,95,74,14.9,Low
39134,71,68,76,21,33.9,Medium
39135,71,64,43,29,40.9,Medium
39136,48,49,54,45,50.8,Medium
39137,41,77,79,57,39.0,Medium
39138,92,88,92,79,10.5,Low
39139,89,35,72,91,30.4,Medium
39140,92,93,81,21,17.0,Low
39141,40,58,67,31,50.1,Medium
39142,69,57,35,56,42.7,Medium
39143,96,34,61,56,33.6,Medium
39144,41,42,99,56,45.6,Medium
39145,65,66,99,63,28.1,Low
39146,81,99,52,39,23.6,Low
39147,42,55,35,65,53.2,Medium
39148,84,53,56,37,35.6,Medium
39149,58,62,32,57,46.1,Medium
39150,60,90,32,63,36.3,Medium
39151,79,57,59,47,34.8,Medium
39152,73,50,92,84,29.0,Low
39153,91,60,35,33,35.3,Medium
39154,53,98,85,36,28.8,Low
39155,71,54,93,40,32.8,Medium
39156,93,63,53,65,26.8,Low
39157,44,84,87,61,33.7,Medium
39158,80,53,75,64,30.7,Medium
39159,75,31,62,33,45.0,Medium
39160,96,57,47,24,32.7,Medium
39161,95,64,39,38,31.2,Medium
39162,91,51,47,47,34.2,Medium
39163,74,94,83,68,18.8,Low
39164,63,85,39,29,38.6,Medium
39165,70,77,86,53,26.4,Low
39166,96,74,93,77,13.1,Low
39167,97,88,35,62,21.6,Low
39168,43,90,63,94,33.8,Medium
39169,53,94,60,49,33.7,Medium
39170,86,37,42,33,42.8,Medium
39171,67,62,31,40,44.4,Medium
39172,86,59,85,52,25.7,Low
39173,72,30,96,88,34.2,Medium
39174,41,74,40,76,45.8,Medium
39175,43,39,82,94,45.3,Medium
39176,74,86,95,42,21.4,Low
39177,76,58,85,48,30.4,Medium
39178,51,56,42,98,44.6,Medium
39179,99,44,56,77,28.3,Low
39180,79,72,63,51,29.1,Low
39181,62,79,87,62,27.9,Low
39182,57,33,73,29,49.8,Medium
39183,68,84,39,87,31.1,Medium
39184,79,34,74,90,34.4,Medium
39185,42,40,99,32,48.2,Medium
39186,92,41,79,83,26.8,Low
39187,65,53,61,37,42.2,Medium
39188,56,92,50,83,31.7,Medium
39189,84,55,88,83,24.0,Low
39190,87,53,71,91,26.0,Low
39191,88,75,56,97,21.4,Low
39192,94,43,87,42,27.9,Low
39193,63,56,41,70,42.8,Medium
39194,93,69,49,63,26.0,Low
39195,82,99,49,44,23.3,Low
39196,44,30,82,62,50.8,Medium
39197,52,95,53,62,33.9,Medium
39198,47,64,58,69,43.5,Medium
39199,82,77,87,26,24.1,Low
39200,63,36,74,21,47.1,Medium
39201,64,71,59,77,33.6,Medium
39202,57,34,72,78,44.8,Medium
39203,92,90,59,63,18.1,Low
39204,83,94,66,69,18.5,Low
39205,68,45,62,61,40.8,Medium
39206,45,65,35,68,48.7,Medium
39207,82,97,30,50,27.1,Low
39208,62,47,99,87,32.6,Medium
39209,56,44,66,72,44.0,Medium
39210,87,55,77,29,30.4,Medium
39211,98,74,64,30,22.8,Low
39212,81,61,84,29,29.6,Low
39213,42,93,32,98,39.1,Medium
39214,45,47,71,26,51.1,Medium
39215,83,87,76,86,16.9,Low
39216,62,30,52,78,48.0,Medium
39217,89,34,53,80,35.6,Medium
39218,59,81,34,59,39.4,Medium
39219,60,55,93,27,38.2,Medium
39220,78,53,48,94,33.9,Medium
39221,58,45,99,34,40.1,Medium
39222,49,86,37,37,43.5,Medium
39223,63,68,72,72,32.8,Medium
39224,43,97,85,73,29.4,Low
39225,86,92,83,92,12.2,Low
39226,46,32,68,66,51.8,Medium
39227,52,84,58,72,35.2,Medium
39228,83,87,72,29,23.4,Low
39229,49,40,67,83,46.7,Medium
39230,66,80,83,33,29.7,Low
39231,85,92,55,26,24.8,Low
39232,49,89,83,92,27.9,Low
39233,51,30,57,64,52.8,Medium
39234,45,78,90,92,31.4,Medium
39235,40,86,63,74,38.2,Medium
39236,47,79,99,95,28.2,Low
39237,94,82,38,53,24.9,Low
39238,61,52,76,42,40.6,Medium
39239,49,93,88,26,32.3,Medium
39240,68,95,96,64,18.7,Low
39241,56,89,96,35,28.2,Low
39242,86,91,55,27,24.6,Low
39243,92,90,89,94,9.0,Low
39244,60,51,35,51,48.6,Medium
39245,99,64,31,71,27.9,Low
39246,80,83,99,66,16.7,Low
39247,93,73,94,35,18.6,Low
39248,70,65,90,34,31.1,Medium
39249,54,39,65,37,50.0,Medium
39250,80,35,67,68,37.3,Medium
39251,60,84,50,44,36.4,Medium
39252,41,36,33,51,61.1,High
39253,84,44,90,49,30.3,Medium
39254,68,59,67,88,32.9,Medium
39255,97,69,40,87,23.8,Low
39256,51,92,96,80,24.8,Low
39257,77,93,86,35,20.6,Low
39258,99,43,45,31,35.4,Medium
39259,42,45,88,63,45.8,Medium
39260,73,88,55,75,25.9,Low
39261,99,62,46,21,30.5,Medium
39262,64,59,73,92,32.9,Medium
39263,44,58,68,52,46.2,Medium
39264,76,53,97,20,32.3,Medium
39265,90,51,74,60,27.9,Low
39266,68,54,34,41,45.7,Medium
39267,45,97,96,21,31.6,Medium
39268,69,89,67,55,26.8,Low
39269,90,62,60,25,30.9,Medium
39270,63,96,66,47,28.1,Low
39271,77,49,65,44,37.1,Medium
39272,47,31,77,57,50.8,Medium
39273,54,32,66,85,47.1,Medium
39274,72,41,71,55,39.2,Medium
39275,74,98,32,50,29.6,Low
39276,85,51,88,73,25.8,Low
39277,43,79,66,33,42.6,Medium
39278,80,98,43,48,25.2,Low
39279,46,58,70,73,42.9,Medium
39280,76,85,47,90,25.7,Low
39281,84,79,73,34,24.7,Low
39282,73,77,62,96,25.7,Low
39283,92,42,64,76,30.2,Medium
39284,45,33,81,52,50.7,Medium
39285,44,42,99,41,45.9,Medium
39286,83,96,70,40,20.0,Low
39287,84,57,71,26,32.5,Medium
39288,60,33,64,22,51.1,Medium
39289,74,84,90,76,19.6,Low
39290,97,99,64,58,12.9,Low
39291,99,87,76,38,15.3,Low
39292,72,37,45,40,47.1,Medium
39293,90,54,41,35,36.1,Medium
39294,63,54,61,24,44.0,Medium
39295,60,67,70,97,32.2,Medium
39296,52,80,72,63,34.5,Medium
39297,93,40,33,95,34.7,Medium
39298,64,82,63,79,29.3,Low
39299,54,95,36,54,37.3,Medium
39300,54,53,57,99,41.2,Medium
39301,98,86,50,85,16.5,Low
39302,62,44,73,76,39.8,Medium
39303,46,71,85,89,34.4,Medium
39304,97,34,70,82,28.8,Low
39305,76,62,76,24,33.4,Medium
39306,89,79,59,42,24.7,Low
39307,94,80,55,26,24.8,Low
39308,92,72,37,90,25.2,Low
39309,84,83,73,60,20.9,Low
39310,60,88,78,30,31.0,Medium
39311,83,86,65,86,19.4,Low
39312,48,47,63,63,47.8,Medium
39313,99,91,34,60,20.3,Low
39314,99,57,97,80,15.9,Low
39315,60,88,58,63,31.7,Medium
39316,48,75,54,96,37.9,Medium
39317,42,71,54,39,47.2,Medium
39318,75,88,98,33,20.7,Low
39319,97,53,41,72,29.9,Low
39320,53,85,54,39,38.6,Medium
39321,81,65,70,64,27.7,Low
39322,52,31,32,57,57.8,Medium
39323,85,78,68,70,22.0,Low
39324,90,75,32,20,33.1,Medium
39325,97,88,67,41,17.3,Low
39326,90,90,33,38,26.6,Low
39327,62,79,99,25,29.2,Low
39328,44,94,76,45,34.5,Medium
39329,82,92,56,58,22.6,Low
39330,98,69,92,82,13.5,Low
39331,82,40,72,75,33.3,Medium
39332,80,60,76,32,31.6,Medium
39333,85,32,45,21,45.3,Medium
39334,83,36,64,50,38.2,Medium
39335,72,54,49,61,39.1,Medium
39336,94,80,74,31,20.5,Low
39337,45,52,82,96,40.4,Medium
39338,83,81,45,99,23.6,Low
39339,48,45,33,34,57.3,Medium
39340,40,41,41,95,54.0,Medium
39341,87,72,57,61,26.1,Low
39342,68,64,72,79,31.3,Medium
39343,95,97,42,52,19.3,Low
39344,64,55,42,99,39.6,Medium
39345,60,70,65,80,34.0,Medium
39346,51,51,83,22,45.5,Medium
39347,41,47,94,87,42.0,Medium
39348,65,31,87,92,38.1,Medium
39349,95,75,44,80,22.7,Low
39350,87,45,45,36,39.1,Medium
39351,77,94,73,62,20.2,Low
39352,72,81,50,27,34.2,Medium
39353,89,33,91,55,30.8,Medium
39354,51,77,73,27,39.2,Medium
39355,45,85,79,74,33.3,Medium
39356,56,42,45,67,49.3,Medium
39357,80,52,42,46,39.4,Medium
39358,52,93,57,36,36.3,Medium
39359,88,41,91,32,31.1,Medium
39360,63,39,94,86,35.7,Medium
39361,83,56,92,32,28.4,Low
39362,65,56,64,25,41.9,Medium
39363,80,60,64,28,34.4,Medium
39364,82,88,72,99,16.5,Low
39365,41,57,32,36,56.5,Medium
39366,65,83,56,88,29.1,Low
39367,62,69,56,29,40.4,Medium
39368,41,79,73,26,42.7,Medium
39369,95,99,38,39,20.8,Low
39370,53,90,41,38,39.8,Medium
39371,61,99,57,47,29.8,Low
39372,78,31,95,70,33.5,Medium
39373,75,60,56,32,37.6,Medium
39374,98,45,83,39,26.8,Low
39375,72,42,45,84,41.2,Medium
39376,55,35,69,97,44.0,Medium
39377,94,77,67,73,18.6,Low
39378,47,35,33,37,60.4,High
39379,95,53,78,69,23.6,Low
39380,49,43,60,99,45.6,Medium
39381,49,66,63,74,40.6,Medium
39382,65,30,42,76,49.0,Medium
39383,90,30,63,61,36.3,Medium
39384,67,75,49,68,34.1,Medium
39385,93,73,89,62,16.9,Low
39386,64,49,77,33,41.0,Medium
39387,74,54,46,83,36.7,Medium
39388,85,30,88,64,33.0,Medium
39389,64,93,41,42,34.1,Medium
39390,55,63,95,85,31.6,Medium
39391,42,46,87,33,48.7,Medium
39392,84,39,81,89,29.6,Low
39393,44,65,48,60,47.3,Medium
39394,47,76,71,75,36.7,Medium
39395,65,88,86,53,25.1,Low
39396,54,56,96,49,37.5,Medium
39397,69,64,32,53,41.5,Medium
39398,61,97,91,79,20.4,Low
39399,52,90,62,77,32.1,Medium
39400,58,31,61,30,52.3,Medium
39401,94,63,32,80,29.1,Low
